;NDX Index;;MXIM UW Equity;;DISH UW Equity;;AMZN UW Equity;;CSCO UW Equity;;INTC UW Equity;;MSFT UW Equity;;EBAY UW Equity;;ADBE UW Equity;;AMGN UW Equity;;AAPL UW Equity;;CTAS UW Equity;;CMCSA UW Equity;;KLAC UW Equity;;PCAR UW Equity;;COST UW Equity;;AMAT UW Equity;;EA UW Equity;;FI UW Equity;;BIIB UW Equity;;PAYX UW Equity;;QCOM UW Equity;;SBUX UW Equity;;XLNX UW Equity;;INTU UW Equity;;MCHP UW Equity;;CHKP UW Equity;;CTXS UW Equity
23/11/2011;2166,54;04/12/2012;28,95;23/11/2011;23,18;23/11/2011;9,45;23/11/2011;17,41;23/11/2011;22,70;23/11/2011;24,47;23/11/2011;12,02;23/11/2011;25,94;23/11/2011;54,94;23/11/2011;13,11;23/11/2011;6,98;23/11/2011;10,54;23/11/2011;42,51;23/11/2011;24,70;23/11/2011;80,76;23/11/2011;10,21;23/11/2011;20,94;23/11/2011;13,52;28/11/2011;102,29;23/11/2011;27,23;23/11/2011;52,03;23/11/2011;20,63;23/11/2011;30,31;23/11/2011;49,29;23/11/2011;16,28;23/11/2011;53,68;23/11/2011;52,14
25/11/2011;2150,88;05/12/2012;29,16;25/11/2011;23,75;25/11/2011;9,12;25/11/2011;17,50;25/11/2011;22,70;25/11/2011;24,30;25/11/2011;11,88;25/11/2011;25,83;25/11/2011;54,65;25/11/2011;12,98;25/11/2011;6,91;25/11/2011;10,50;25/11/2011;42,08;25/11/2011;24,85;25/11/2011;80,80;25/11/2011;10,16;25/11/2011;20,83;25/11/2011;13,53;29/11/2011;101,70;25/11/2011;27,33;25/11/2011;51,86;25/11/2011;20,42;25/11/2011;30,07;25/11/2011;49,29;25/11/2011;16,15;25/11/2011;53,45;25/11/2011;51,34
28/11/2011;2224,22;06/12/2012;29,63;28/11/2011;23,92;28/11/2011;9,71;28/11/2011;18,01;28/11/2011;23,46;28/11/2011;24,87;28/11/2011;12,48;28/11/2011;26,62;28/11/2011;55,88;28/11/2011;13,43;28/11/2011;7,20;28/11/2011;10,88;28/11/2011;43,52;28/11/2011;25,69;28/11/2011;82,23;28/11/2011;10,40;28/11/2011;22,09;28/11/2011;13,94;30/11/2011;105,88;28/11/2011;27,88;28/11/2011;53,94;28/11/2011;20,93;28/11/2011;30,74;28/11/2011;50,92;28/11/2011;16,54;28/11/2011;54,91;28/11/2011;54,46
29/11/2011;2211,39;07/12/2012;29,50;29/11/2011;23,91;29/11/2011;9,42;29/11/2011;17,68;29/11/2011;23,58;29/11/2011;24,84;29/11/2011;12,10;29/11/2011;26,07;29/11/2011;56,14;29/11/2011;13,33;29/11/2011;7,26;29/11/2011;10,88;29/11/2011;43,30;29/11/2011;25,55;29/11/2011;83,51;29/11/2011;10,25;29/11/2011;21,69;29/11/2011;13,87;01/12/2011;107,29;29/11/2011;28,07;29/11/2011;53,11;29/11/2011;21,11;29/11/2011;30,95;29/11/2011;50,86;29/11/2011;16,49;29/11/2011;53,58;29/11/2011;52,80
30/11/2011;2295,20;10/12/2012;29,79;30/11/2011;24,47;30/11/2011;9,62;30/11/2011;18,64;30/11/2011;24,91;30/11/2011;25,58;30/11/2011;12,45;30/11/2011;27,42;30/11/2011;57,91;30/11/2011;13,65;30/11/2011;7,60;30/11/2011;11,34;30/11/2011;46,10;30/11/2011;27,05;30/11/2011;85,30;30/11/2011;10,78;30/11/2011;23,19;30/11/2011;14,42;02/12/2011;104,31;30/11/2011;29,11;30/11/2011;54,80;30/11/2011;21,74;30/11/2011;32,71;30/11/2011;53,24;30/11/2011;17,46;30/11/2011;55,34;30/11/2011;56,85
01/12/2011;2309,20;11/12/2012;30,22;01/12/2011;24,48;01/12/2011;9,86;01/12/2011;18,58;01/12/2011;24,92;01/12/2011;25,28;01/12/2011;12,49;01/12/2011;27,14;01/12/2011;58,00;01/12/2011;13,86;01/12/2011;7,56;01/12/2011;11,29;01/12/2011;47,23;01/12/2011;26,90;01/12/2011;87,09;01/12/2011;10,77;01/12/2011;23,33;01/12/2011;14,36;05/12/2011;102,97;01/12/2011;29,17;01/12/2011;54,73;01/12/2011;21,80;01/12/2011;33,06;01/12/2011;52,92;01/12/2011;17,43;01/12/2011;54,98;01/12/2011;56,82
02/12/2011;2302,04;12/12/2012;30,09;02/12/2011;26,11;02/12/2011;9,80;02/12/2011;18,55;02/12/2011;24,64;02/12/2011;25,22;02/12/2011;12,46;02/12/2011;27,11;02/12/2011;58,10;02/12/2011;13,92;02/12/2011;7,59;02/12/2011;11,68;02/12/2011;46,95;02/12/2011;26,89;02/12/2011;86,73;02/12/2011;10,83;02/12/2011;23,00;02/12/2011;14,42;06/12/2011;103,29;02/12/2011;29,22;02/12/2011;54,34;02/12/2011;21,96;02/12/2011;33,11;02/12/2011;52,72;02/12/2011;17,33;02/12/2011;54,64;02/12/2011;56,36
05/12/2011;2326,95;13/12/2012;29,37;05/12/2011;27,26;05/12/2011;9,81;05/12/2011;18,79;05/12/2011;25,01;05/12/2011;25,70;05/12/2011;12,92;05/12/2011;27,91;05/12/2011;57,50;05/12/2011;14,04;05/12/2011;7,64;05/12/2011;11,58;05/12/2011;48,69;05/12/2011;27,03;05/12/2011;87,20;05/12/2011;10,99;05/12/2011;22,73;05/12/2011;14,40;07/12/2011;102,94;05/12/2011;29,70;05/12/2011;54,49;05/12/2011;22,10;05/12/2011;33,36;05/12/2011;54,56;05/12/2011;17,46;05/12/2011;55,13;05/12/2011;58,14
06/12/2011;2321,49;14/12/2012;29,56;06/12/2011;26,79;06/12/2011;9,60;06/12/2011;18,73;06/12/2011;25,35;06/12/2011;25,66;06/12/2011;13,01;06/12/2011;27,96;06/12/2011;57,89;06/12/2011;13,96;06/12/2011;7,63;06/12/2011;11,60;06/12/2011;49,15;06/12/2011;26,91;06/12/2011;88,06;06/12/2011;11,09;06/12/2011;23,15;06/12/2011;14,44;08/12/2011;101,01;06/12/2011;29,70;06/12/2011;54,83;06/12/2011;21,87;06/12/2011;33,19;06/12/2011;54,16;06/12/2011;17,45;06/12/2011;54,25;06/12/2011;58,31
07/12/2011;2320,54;17/12/2012;29,58;07/12/2011;26,35;07/12/2011;9,77;07/12/2011;18,99;07/12/2011;25,66;07/12/2011;25,60;07/12/2011;13,02;07/12/2011;27,86;07/12/2011;58,34;07/12/2011;13,90;07/12/2011;7,50;07/12/2011;11,57;07/12/2011;49,05;07/12/2011;26,51;07/12/2011;87,47;07/12/2011;11,25;07/12/2011;22,59;07/12/2011;14,42;09/12/2011;104,04;07/12/2011;29,63;07/12/2011;54,45;07/12/2011;21,94;07/12/2011;33,35;07/12/2011;53,65;07/12/2011;17,56;07/12/2011;53,66;07/12/2011;57,44
08/12/2011;2282,59;18/12/2012;29,88;08/12/2011;25,24;08/12/2011;9,52;08/12/2011;18,56;08/12/2011;24,70;08/12/2011;25,41;08/12/2011;13,06;08/12/2011;27,38;08/12/2011;58,41;08/12/2011;13,95;08/12/2011;7,34;08/12/2011;11,23;08/12/2011;48,05;08/12/2011;25,82;08/12/2011;85,76;08/12/2011;10,92;08/12/2011;21,51;08/12/2011;14,25;12/12/2011;101,68;08/12/2011;29,40;08/12/2011;54,08;08/12/2011;21,44;08/12/2011;32,64;08/12/2011;52,56;08/12/2011;17,33;08/12/2011;52,93;08/12/2011;55,60
09/12/2011;2318,68;19/12/2012;30,06;09/12/2011;25,73;09/12/2011;9,65;09/12/2011;18,88;09/12/2011;25,01;09/12/2011;25,70;09/12/2011;13,32;09/12/2011;28,04;09/12/2011;58,59;09/12/2011;14,06;09/12/2011;7,61;09/12/2011;11,34;09/12/2011;49,00;09/12/2011;26,73;09/12/2011;84,37;09/12/2011;11,20;09/12/2011;21,99;09/12/2011;14,66;13/12/2011;101,40;09/12/2011;30,06;09/12/2011;55,18;09/12/2011;21,98;09/12/2011;32,64;09/12/2011;53,27;09/12/2011;17,41;09/12/2011;54,68;09/12/2011;56,74
12/12/2011;2292,24;20/12/2012;29,56;12/12/2011;25,58;12/12/2011;9,48;12/12/2011;18,53;12/12/2011;24,00;12/12/2011;25,51;12/12/2011;13,10;12/12/2011;27,39;12/12/2011;57,16;12/12/2011;13,99;12/12/2011;7,52;12/12/2011;11,64;12/12/2011;47,59;12/12/2011;25,79;12/12/2011;84,15;12/12/2011;10,52;12/12/2011;21,68;12/12/2011;14,40;14/12/2011;100,98;12/12/2011;29,76;12/12/2011;54,78;12/12/2011;22,00;12/12/2011;32,26;12/12/2011;52,84;12/12/2011;17,34;12/12/2011;53,56;12/12/2011;54,78
13/12/2011;2268,37;21/12/2012;29,42;13/12/2011;26,15;13/12/2011;9,03;13/12/2011;18,47;13/12/2011;23,56;13/12/2011;25,76;13/12/2011;12,98;13/12/2011;26,99;13/12/2011;57,43;13/12/2011;13,89;13/12/2011;7,50;13/12/2011;11,60;13/12/2011;46,83;13/12/2011;25,07;13/12/2011;83,63;13/12/2011;10,50;13/12/2011;20,86;13/12/2011;14,41;15/12/2011;101,07;13/12/2011;29,50;13/12/2011;54,19;13/12/2011;21,81;13/12/2011;31,58;13/12/2011;53,37;13/12/2011;16,99;13/12/2011;52,92;13/12/2011;52,85
14/12/2011;2233,03;24/12/2012;29,49;14/12/2011;25,86;14/12/2011;9,01;14/12/2011;17,98;14/12/2011;23,31;14/12/2011;25,59;14/12/2011;12,74;14/12/2011;26,52;14/12/2011;57,62;14/12/2011;13,58;14/12/2011;7,41;14/12/2011;11,59;14/12/2011;46,22;14/12/2011;24,85;14/12/2011;82,75;14/12/2011;10,33;14/12/2011;20,34;14/12/2011;14,31;16/12/2011;101,59;14/12/2011;29,26;14/12/2011;53,10;14/12/2011;21,55;14/12/2011;31,19;14/12/2011;51,80;14/12/2011;16,85;14/12/2011;51,97;14/12/2011;50,91
15/12/2011;2226,71;26/12/2012;29,50;15/12/2011;26,08;15/12/2011;9,06;15/12/2011;18,04;15/12/2011;23,31;15/12/2011;25,56;15/12/2011;12,46;15/12/2011;26,46;15/12/2011;58,62;15/12/2011;13,53;15/12/2011;7,63;15/12/2011;11,65;15/12/2011;45,96;15/12/2011;24,25;15/12/2011;82,57;15/12/2011;10,19;15/12/2011;20,92;15/12/2011;14,31;19/12/2011;101,31;15/12/2011;29,35;15/12/2011;52,55;15/12/2011;21,70;15/12/2011;31,02;15/12/2011;51,29;15/12/2011;16,90;15/12/2011;52,72;15/12/2011;50,87
16/12/2011;2238,18;27/12/2012;29,22;16/12/2011;25,68;16/12/2011;9,06;16/12/2011;17,94;16/12/2011;23,23;16/12/2011;26,00;16/12/2011;12,79;16/12/2011;28,20;16/12/2011;60,05;16/12/2011;13,61;16/12/2011;7,63;16/12/2011;11,67;16/12/2011;46,04;16/12/2011;24,15;16/12/2011;82,57;16/12/2011;10,33;16/12/2011;20,23;16/12/2011;14,36;20/12/2011;101,99;16/12/2011;29,59;16/12/2011;52,61;16/12/2011;21,74;16/12/2011;31,21;16/12/2011;51,78;16/12/2011;17,24;16/12/2011;54,18;16/12/2011;51,03
19/12/2011;2215,27;28/12/2012;28,93;19/12/2011;25,04;19/12/2011;8,98;19/12/2011;17,70;19/12/2011;23,10;19/12/2011;25,52;19/12/2011;12,53;19/12/2011;27,50;19/12/2011;60,17;19/12/2011;13,65;19/12/2011;7,67;19/12/2011;11,43;19/12/2011;45,19;19/12/2011;23,67;19/12/2011;82,11;19/12/2011;10,14;19/12/2011;19,84;19/12/2011;14,11;21/12/2011;102,69;19/12/2011;29,60;19/12/2011;51,91;19/12/2011;21,82;19/12/2011;30,61;19/12/2011;51,02;19/12/2011;17,01;19/12/2011;53,05;19/12/2011;48,99
20/12/2011;2281,94;31/12/2012;29,40;20/12/2011;27,35;20/12/2011;9,13;20/12/2011;18,41;20/12/2011;23,85;20/12/2011;26,05;20/12/2011;12,90;20/12/2011;28,46;20/12/2011;61,17;20/12/2011;14,15;20/12/2011;7,82;20/12/2011;11,71;20/12/2011;47,83;20/12/2011;24,88;20/12/2011;83,64;20/12/2011;10,42;20/12/2011;20,59;20/12/2011;14,57;22/12/2011;101,96;20/12/2011;30,28;20/12/2011;54,18;20/12/2011;22,55;20/12/2011;32,00;20/12/2011;53,80;20/12/2011;17,85;20/12/2011;54,61;20/12/2011;50,47
21/12/2011;2249,03;02/01/2013;30,69;21/12/2011;27,65;21/12/2011;8,72;21/12/2011;17,92;21/12/2011;23,68;21/12/2011;25,76;21/12/2011;12,77;21/12/2011;27,97;21/12/2011;63,14;21/12/2011;14,16;21/12/2011;8,55;21/12/2011;11,80;21/12/2011;46,91;21/12/2011;24,70;21/12/2011;83,79;21/12/2011;10,20;21/12/2011;20,30;21/12/2011;14,61;23/12/2011;102,05;21/12/2011;29,46;21/12/2011;53,49;21/12/2011;22,62;21/12/2011;31,92;21/12/2011;53,07;21/12/2011;17,73;21/12/2011;52,14;21/12/2011;46,55
22/12/2011;2266,77;03/01/2013;30,36;22/12/2011;28,22;22/12/2011;8,95;22/12/2011;18,13;22/12/2011;24,01;22/12/2011;25,81;22/12/2011;12,88;22/12/2011;27,89;22/12/2011;63,33;22/12/2011;14,23;22/12/2011;8,76;22/12/2011;11,82;22/12/2011;48,14;22/12/2011;25,05;22/12/2011;83,77;22/12/2011;10,52;22/12/2011;20,30;22/12/2011;14,67;27/12/2011;102,54;22/12/2011;29,49;22/12/2011;54,37;22/12/2011;22,50;22/12/2011;32,29;22/12/2011;53,21;22/12/2011;18,15;22/12/2011;53,65;22/12/2011;48,82
23/12/2011;2287,57;04/01/2013;29,80;23/12/2011;28,88;23/12/2011;8,86;23/12/2011;18,47;23/12/2011;24,37;23/12/2011;26,03;23/12/2011;12,98;23/12/2011;28,28;23/12/2011;63,70;23/12/2011;14,41;23/12/2011;8,72;23/12/2011;11,92;23/12/2011;48,51;23/12/2011;25,32;23/12/2011;84,66;23/12/2011;10,82;23/12/2011;20,71;23/12/2011;14,70;28/12/2011;101,51;23/12/2011;29,85;23/12/2011;54,62;23/12/2011;22,72;23/12/2011;32,35;23/12/2011;53,10;23/12/2011;18,30;23/12/2011;53,32;23/12/2011;49,40
27/12/2011;2293,12;07/01/2013;29,94;27/12/2011;28,50;27/12/2011;8,81;27/12/2011;18,58;27/12/2011;24,56;27/12/2011;26,04;27/12/2011;13,01;27/12/2011;28,50;27/12/2011;64,42;27/12/2011;14,52;27/12/2011;8,72;27/12/2011;11,90;27/12/2011;48,84;27/12/2011;25,31;27/12/2011;84,58;27/12/2011;10,83;27/12/2011;21,01;27/12/2011;14,80;29/12/2011;101,91;27/12/2011;30,07;27/12/2011;54,87;27/12/2011;22,97;27/12/2011;32,29;27/12/2011;53,17;27/12/2011;18,36;27/12/2011;53,25;27/12/2011;49,35
28/12/2011;2267,08;08/01/2013;29,59;28/12/2011;27,80;28/12/2011;8,70;28/12/2011;18,16;28/12/2011;24,24;28/12/2011;25,82;28/12/2011;12,80;28/12/2011;28,02;28/12/2011;64,01;28/12/2011;14,38;28/12/2011;8,66;28/12/2011;11,73;28/12/2011;48,37;28/12/2011;24,55;28/12/2011;84,18;28/12/2011;10,61;28/12/2011;20,54;28/12/2011;14,63;30/12/2011;101,37;28/12/2011;29,89;28/12/2011;54,35;28/12/2011;22,88;28/12/2011;31,97;28/12/2011;52,41;28/12/2011;18,15;28/12/2011;52,69;28/12/2011;48,40
29/12/2011;2285,07;09/01/2013;29,86;29/12/2011;28,31;29/12/2011;8,69;29/12/2011;18,25;29/12/2011;24,55;29/12/2011;26,02;29/12/2011;12,78;29/12/2011;28,31;29/12/2011;64,74;29/12/2011;14,47;29/12/2011;8,80;29/12/2011;11,92;29/12/2011;48,78;29/12/2011;24,97;29/12/2011;84,34;29/12/2011;10,68;29/12/2011;20,86;29/12/2011;14,77;03/01/2012;104,55;29/12/2011;30,18;29/12/2011;54,85;29/12/2011;23,23;29/12/2011;32,24;29/12/2011;52,77;29/12/2011;18,42;29/12/2011;52,94;29/12/2011;48,84
30/12/2011;2277,83;10/01/2013;29,64;30/12/2011;28,37;30/12/2011;8,66;30/12/2011;18,08;30/12/2011;24,25;30/12/2011;25,96;30/12/2011;12,77;30/12/2011;28,27;30/12/2011;64,21;30/12/2011;14,46;30/12/2011;8,70;30/12/2011;11,86;30/12/2011;48,25;30/12/2011;24,98;30/12/2011;83,32;30/12/2011;10,71;30/12/2011;20,60;30/12/2011;14,69;04/01/2012;104,75;30/12/2011;30,11;30/12/2011;54,70;30/12/2011;23,01;30/12/2011;32,06;30/12/2011;52,59;30/12/2011;18,32;30/12/2011;52,54;30/12/2011;48,35
03/01/2012;2321,96;11/01/2013;29,61;03/01/2012;28,95;03/01/2012;8,95;03/01/2012;18,66;03/01/2012;24,54;03/01/2012;26,83;03/01/2012;13,19;03/01/2012;28,61;03/01/2012;64,11;03/01/2012;14,69;03/01/2012;8,81;03/01/2012;12,27;03/01/2012;47,46;03/01/2012;25,87;03/01/2012;84,60;03/01/2012;10,70;03/01/2012;21,30;03/01/2012;14,64;05/01/2012;106,17;03/01/2012;30,43;03/01/2012;55,27;03/01/2012;22,67;03/01/2012;32,44;03/01/2012;52,49;03/01/2012;17,88;03/01/2012;52,97;03/01/2012;49,34
04/01/2012;2329,71;14/01/2013;29,15;04/01/2012;29,34;04/01/2012;8,88;04/01/2012;18,99;04/01/2012;25,11;04/01/2012;27,40;04/01/2012;12,69;04/01/2012;28,28;04/01/2012;63,76;04/01/2012;14,77;04/01/2012;9,10;04/01/2012;12,37;04/01/2012;46,91;04/01/2012;25,77;04/01/2012;84,07;04/01/2012;10,76;04/01/2012;20,29;04/01/2012;14,54;06/01/2012;106,39;04/01/2012;30,23;04/01/2012;55,83;04/01/2012;23,09;04/01/2012;32,10;04/01/2012;52,30;04/01/2012;17,91;04/01/2012;51,73;04/01/2012;49,26
05/01/2012;2348,98;15/01/2013;29,33;05/01/2012;29,41;05/01/2012;8,88;05/01/2012;18,92;05/01/2012;25,40;05/01/2012;27,68;05/01/2012;12,93;05/01/2012;28,48;05/01/2012;64,41;05/01/2012;14,93;05/01/2012;9,13;05/01/2012;12,48;05/01/2012;47,52;05/01/2012;26,91;05/01/2012;83,26;05/01/2012;10,83;05/01/2012;20,53;05/01/2012;14,67;09/01/2012;105,83;05/01/2012;30,76;05/01/2012;56,06;05/01/2012;23,18;05/01/2012;32,38;05/01/2012;52,54;05/01/2012;18,06;05/01/2012;52,27;05/01/2012;50,68
06/01/2012;2356,17;16/01/2013;30,24;06/01/2012;28,63;06/01/2012;9,13;06/01/2012;18,87;06/01/2012;25,29;06/01/2012;28,11;06/01/2012;12,89;06/01/2012;28,75;06/01/2012;64,75;06/01/2012;15,09;06/01/2012;9,33;06/01/2012;12,36;06/01/2012;47,73;06/01/2012;26,78;06/01/2012;81,13;06/01/2012;11,01;06/01/2012;19,70;06/01/2012;14,60;10/01/2012;105,82;06/01/2012;30,82;06/01/2012;56,20;06/01/2012;23,38;06/01/2012;32,17;06/01/2012;53,14;06/01/2012;17,81;06/01/2012;51,36;06/01/2012;49,39
09/01/2012;2350,65;17/01/2013;30,67;09/01/2012;28,68;09/01/2012;8,93;09/01/2012;18,97;09/01/2012;25,47;09/01/2012;27,74;09/01/2012;12,85;09/01/2012;28,52;09/01/2012;64,20;09/01/2012;15,06;09/01/2012;9,35;09/01/2012;12,61;09/01/2012;48,20;09/01/2012;27,08;09/01/2012;78,98;09/01/2012;11,35;09/01/2012;19,41;09/01/2012;14,73;11/01/2012;106,58;09/01/2012;31,16;09/01/2012;55,92;09/01/2012;23,31;09/01/2012;32,88;09/01/2012;53,18;09/01/2012;18,00;09/01/2012;51,33;09/01/2012;49,61
10/01/2012;2367,38;18/01/2013;30,53;10/01/2012;28,77;10/01/2012;8,97;10/01/2012;18,83;10/01/2012;25,59;10/01/2012;27,84;10/01/2012;13,13;10/01/2012;29,20;10/01/2012;65,67;10/01/2012;15,12;10/01/2012;9,51;10/01/2012;12,70;10/01/2012;48,57;10/01/2012;28,03;10/01/2012;79,15;10/01/2012;11,60;10/01/2012;19,46;10/01/2012;14,80;12/01/2012;107,12;10/01/2012;31,10;10/01/2012;55,75;10/01/2012;23,41;10/01/2012;32,93;10/01/2012;54,75;10/01/2012;18,00;10/01/2012;52,59;10/01/2012;51,05
11/01/2012;2372,25;22/01/2013;30,63;11/01/2012;28,60;11/01/2012;8,95;11/01/2012;19,07;11/01/2012;25,80;11/01/2012;27,72;11/01/2012;13,27;11/01/2012;29,32;11/01/2012;66,40;11/01/2012;15,09;11/01/2012;9,40;11/01/2012;12,71;11/01/2012;49,32;11/01/2012;28,13;11/01/2012;79,99;11/01/2012;11,71;11/01/2012;19,38;11/01/2012;14,93;13/01/2012;106,88;11/01/2012;31,12;11/01/2012;55,62;11/01/2012;23,56;11/01/2012;32,85;11/01/2012;55,18;11/01/2012;17,90;11/01/2012;52,28;11/01/2012;51,81
12/01/2012;2381,99;23/01/2013;30,95;12/01/2012;28,57;12/01/2012;8,80;12/01/2012;19,15;12/01/2012;25,75;12/01/2012;28,00;12/01/2012;13,29;12/01/2012;29,23;12/01/2012;67,54;12/01/2012;15,05;12/01/2012;9,36;12/01/2012;12,75;12/01/2012;48,80;12/01/2012;28,21;12/01/2012;79,95;12/01/2012;11,80;12/01/2012;19,51;12/01/2012;15,26;17/01/2012;107,68;12/01/2012;31,12;12/01/2012;56,33;12/01/2012;23,80;12/01/2012;33,46;12/01/2012;55,29;12/01/2012;17,88;12/01/2012;52,33;12/01/2012;52,11
13/01/2012;2371,98;24/01/2013;30,99;13/01/2012;28,64;13/01/2012;8,92;13/01/2012;19,06;13/01/2012;25,14;13/01/2012;28,24;13/01/2012;12,89;13/01/2012;28,97;13/01/2012;67,60;13/01/2012;15,00;13/01/2012;9,34;13/01/2012;12,68;13/01/2012;47,90;13/01/2012;28,29;13/01/2012;80,61;13/01/2012;11,50;13/01/2012;18,05;13/01/2012;15,20;18/01/2012;107,91;13/01/2012;30,99;13/01/2012;56,54;13/01/2012;23,68;13/01/2012;33,00;13/01/2012;54,83;13/01/2012;17,81;13/01/2012;50,90;13/01/2012;51,64
17/01/2012;2393,24;25/01/2013;31,63;17/01/2012;28,98;17/01/2012;9,08;17/01/2012;19,31;17/01/2012;25,05;17/01/2012;28,26;17/01/2012;12,85;17/01/2012;29,35;17/01/2012;68,06;17/01/2012;15,17;17/01/2012;9,39;17/01/2012;12,76;17/01/2012;48,55;17/01/2012;28,60;17/01/2012;81,42;17/01/2012;11,78;17/01/2012;17,72;17/01/2012;15,32;19/01/2012;107,57;17/01/2012;31,20;17/01/2012;57,14;17/01/2012;23,85;17/01/2012;33,35;17/01/2012;55,25;17/01/2012;18,09;17/01/2012;54,88;17/01/2012;52,29
18/01/2012;2425,96;28/01/2013;32,20;18/01/2012;28,94;18/01/2012;9,47;18/01/2012;19,54;18/01/2012;25,39;18/01/2012;28,23;18/01/2012;12,77;18/01/2012;29,89;18/01/2012;69,22;18/01/2012;15,33;18/01/2012;9,46;18/01/2012;12,86;18/01/2012;50,02;18/01/2012;28,68;18/01/2012;81,76;18/01/2012;12,12;18/01/2012;18,26;18/01/2012;15,47;20/01/2012;108,86;18/01/2012;31,67;18/01/2012;57,59;18/01/2012;24,02;18/01/2012;35,30;18/01/2012;56,46;18/01/2012;19,11;18/01/2012;54,69;18/01/2012;53,80
19/01/2012;2441,70;29/01/2013;31,88;19/01/2012;29,87;19/01/2012;9,72;19/01/2012;19,79;19/01/2012;25,63;19/01/2012;28,12;19/01/2012;13,26;19/01/2012;30,24;19/01/2012;69,14;19/01/2012;15,28;19/01/2012;9,48;19/01/2012;12,94;19/01/2012;51,03;19/01/2012;29,27;19/01/2012;81,21;19/01/2012;12,31;19/01/2012;17,54;19/01/2012;15,64;23/01/2012;107,13;19/01/2012;32,33;19/01/2012;58,00;19/01/2012;24,01;19/01/2012;35,64;19/01/2012;57,10;19/01/2012;18,95;19/01/2012;54,41;19/01/2012;55,25
20/01/2012;2437,02;30/01/2013;31,74;20/01/2012;28,75;20/01/2012;9,55;20/01/2012;19,92;20/01/2012;26,38;20/01/2012;29,71;20/01/2012;13,43;20/01/2012;30,51;20/01/2012;69,57;20/01/2012;15,01;20/01/2012;9,49;20/01/2012;13,04;20/01/2012;51,50;20/01/2012;29,27;20/01/2012;81,41;20/01/2012;12,47;20/01/2012;17,93;20/01/2012;15,66;24/01/2012;107,81;20/01/2012;32,31;20/01/2012;57,73;20/01/2012;24,08;20/01/2012;35,77;20/01/2012;57,09;20/01/2012;18,69;20/01/2012;54,75;20/01/2012;54,24
23/01/2012;2437,22;31/01/2013;31,45;23/01/2012;28,52;23/01/2012;9,31;23/01/2012;19,83;23/01/2012;26,71;23/01/2012;29,73;23/01/2012;13,46;23/01/2012;30,23;23/01/2012;67,78;23/01/2012;15,27;23/01/2012;9,38;23/01/2012;12,97;23/01/2012;50,57;23/01/2012;29,53;23/01/2012;81,64;23/01/2012;12,22;23/01/2012;17,98;23/01/2012;15,71;25/01/2012;109,03;23/01/2012;32,25;23/01/2012;58,15;23/01/2012;23,67;23/01/2012;35,68;23/01/2012;57,41;23/01/2012;18,59;23/01/2012;55,83;23/01/2012;54,24
24/01/2012;2433,96;01/02/2013;31,69;24/01/2012;28,74;24/01/2012;9,35;24/01/2012;19,82;24/01/2012;26,90;24/01/2012;29,35;24/01/2012;13,45;24/01/2012;30,96;24/01/2012;68,19;24/01/2012;15,02;24/01/2012;9,38;24/01/2012;12,93;24/01/2012;51,26;24/01/2012;30,01;24/01/2012;81,73;24/01/2012;12,31;24/01/2012;17,95;24/01/2012;15,73;26/01/2012;108,55;24/01/2012;32,36;24/01/2012;58,68;24/01/2012;23,83;24/01/2012;36,06;24/01/2012;57,33;24/01/2012;18,66;24/01/2012;56,54;24/01/2012;54,04
25/01/2012;2465,66;04/02/2013;31,18;25/01/2012;28,60;25/01/2012;9,39;25/01/2012;19,83;25/01/2012;26,89;25/01/2012;29,56;25/01/2012;13,44;25/01/2012;31,34;25/01/2012;69,22;25/01/2012;15,95;25/01/2012;9,36;25/01/2012;13,07;25/01/2012;51,29;25/01/2012;30,36;25/01/2012;82,72;25/01/2012;12,37;25/01/2012;18,04;25/01/2012;15,86;27/01/2012;109,21;25/01/2012;32,45;25/01/2012;59,00;25/01/2012;23,90;25/01/2012;35,52;25/01/2012;57,52;25/01/2012;18,39;25/01/2012;56,52;25/01/2012;53,84
26/01/2012;2454,63;05/02/2013;31,55;26/01/2012;28,62;26/01/2012;9,67;26/01/2012;19,83;26/01/2012;26,75;26/01/2012;29,50;26/01/2012;13,35;26/01/2012;31,18;26/01/2012;68,08;26/01/2012;15,87;26/01/2012;9,39;26/01/2012;13,16;26/01/2012;50,26;26/01/2012;29,70;26/01/2012;82,04;26/01/2012;12,40;26/01/2012;17,66;26/01/2012;15,82;30/01/2012;107,38;26/01/2012;32,56;26/01/2012;57,81;26/01/2012;24,17;26/01/2012;35,84;26/01/2012;57,49;26/01/2012;18,57;26/01/2012;55,63;26/01/2012;51,76
27/01/2012;2461,77;06/02/2013;31,61;27/01/2012;27,53;27/01/2012;9,77;27/01/2012;19,56;27/01/2012;26,75;27/01/2012;29,23;27/01/2012;13,41;27/01/2012;31,05;27/01/2012;68,33;27/01/2012;15,97;27/01/2012;9,37;27/01/2012;13,17;27/01/2012;52,30;27/01/2012;29,73;27/01/2012;81,63;27/01/2012;12,23;27/01/2012;18,13;27/01/2012;15,76;31/01/2012;108,62;27/01/2012;32,19;27/01/2012;57,79;27/01/2012;23,93;27/01/2012;35,99;27/01/2012;57,35;27/01/2012;18,39;27/01/2012;56,25;27/01/2012;51,87
